,any_digital_payment,applied_for_mobile_loan,no_mobile_account_too_expensive,world_bank_region,saved_bank,made_utility_payment,saved_money,received_public_pension,recieved_agricultural_payment,emergency_fund_access,mobile_money_transaction,account_ownership,agri_payment_mobile,no_account_documentation,agri_payment_bank,no_account_too_expensive,account_usage,age,survey_year,no_account_insufficient_funds,respondent_id,financial_instituion_account,no_account_family_member,adult_population,store_money_account,agriculture_payment_method,education_level,emergency_funds,received_acc_balance_info,high_withdrawal_fee_wages,survey_weight,borrowed_from_family_friends,debit_card_ownership,income_quintile,wages_card,sent_domestic_remittance_account,account_ownership,employment_status,no_account_lack_of_trust,wages_mobile,ever_had_mobile_money_account,economy,account_transaction_activity,debit_card_ownership,no_account_distance,ever_had_bank_account,financial_health_indicator,agri_payment_card,mobile_money_usage,received_wages,wage_payment_method,merchantpay_dig,borrowed_money,no_mobile_account_lack_documentation,saved_mobile_money,utility_payment_cash,received_goverment_transfer,utility_payment_bank,borrowed_from_savings_club,emergency_fund_source,mobile_money_activity,mobile_money_account,agricultural_payment_mobile,wages_bank_account,economycode,received_agriculture_payment,utility_payment,recieved_wages,received_transfers,credit_card_ownership,borrowed_from_formal_bank,female,agriculture_payment_account,no_mobile_agents_far,mobile_money_send_recieve,utility_payment_mobile,codes_found,gender,age_group
306,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,1.0,3.0,,1,2.0,,2.0,,1.0,56.0,2021,,158676975,1,,58246340.0,1.0,,3.0,1.0,1.0,,0.300225109,2.0,2.0,Q5 Highest,1.0,2.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,,1.0,,2.0,2.0,1.0,1.0,3.0,2.0,,2.0,,,2.0,,0.0,,2.0,THA,2.0,4.0,1.0,4.0,1.0,2.0,2,,1.0,,,False,Male,50_59
307,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,,,1,,,,,1.0,20.0,2021,,118683390,1,,58246340.0,,,2.0,7.0,2.0,,0.932200555,2.0,,Q2,,1.0,1.0,1.0,,,2.0,Thailand,2.0,2,,,,,,4.0,,1.0,0.0,1.0,2.0,,1.0,,,,,1.0,1.0,,THA,4.0,4.0,2.0,1.0,1.0,2.0,1,2.0,2.0,,,False,Female,18_22
308,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,1.0,,1,,,,,2.0,38.0,2021,,125722437,1,,58246340.0,,,1.0,2.0,2.0,,1.184889262,1.0,,Q3,,1.0,2.0,1.0,,,2.0,Thailand,2.0,2,,,1.0,,,4.0,,1.0,1.0,3.0,2.0,,2.0,,,1.0,,0.0,,,THA,4.0,4.0,2.0,4.0,1.0,2.0,2,,2.0,,,False,Male,30_39
309,1.0,4.0,1.0,East Asia & Pacific (excluding high income),4.0,1.0,1.0,2.0,2.0,,1.0,1,,,,,1.0,50.0,2021,,124113382,1,,58246340.0,1.0,,3.0,9.0,1.0,1.0,0.356314493,4.0,1.0,Q5 Highest,,2.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,,,2.0,1.0,2.0,1.0,1.0,3.0,4.0,,2.0,1.0,,,1.0,1.0,,1.0,THA,4.0,1.0,1.0,4.0,1.0,4.0,1,,1.0,2.0,1.0,False,Female,50_59
310,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,2.0,,1,,,,,2.0,18.0,2021,,187313780,1,,58246340.0,,,2.0,2.0,,,3.954351335,2.0,,Q3,,1.0,2.0,2.0,,,1.0,Thailand,2.0,2,,,4.0,,,4.0,,0.0,0.0,,2.0,,1.0,,,2.0,,0.0,2.0,,THA,4.0,4.0,2.0,1.0,2.0,2.0,2,1.0,2.0,,,False,Male,18_22
311,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,1.0,2.0,1.0,1,1.0,,1.0,,1.0,42.0,2021,,187994635,1,,58246340.0,1.0,2.0,3.0,4.0,1.0,1.0,0.494955403,1.0,1.0,Q1 Lowest,,1.0,1.0,1.0,,1.0,2.0,Thailand,1.0,1,,,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,THA,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,False,Female,40_49
312,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,2.0,,1,,,,,1.0,52.0,2021,,153304149,1,,58246340.0,,,2.0,4.0,2.0,,2.168704812,2.0,1.0,Q4,,2.0,1.0,1.0,,,1.0,Thailand,2.0,1,,,2.0,,,4.0,,1.0,0.0,3.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,2.0,1,1.0,1.0,,1.0,False,Female,50_59
313,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,2.0,1.0,1,,,,,1.0,25.0,2021,,173659035,1,,58246340.0,,,1.0,4.0,1.0,,0.386514799,1.0,1.0,Q4,,1.0,1.0,1.0,,,2.0,Thailand,2.0,1,,,3.0,,1.0,4.0,,1.0,1.0,2.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,,THA,4.0,4.0,2.0,1.0,1.0,1.0,2,1.0,1.0,1.0,,False,Male,23_29
314,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,1.0,2.0,3.0,,1,,,,,1.0,63.0,2021,,160636722,1,,58246340.0,,,3.0,1.0,2.0,2.0,0.181388891,2.0,2.0,Q5 Highest,,1.0,1.0,1.0,,2.0,2.0,Thailand,2.0,1,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,,1.0,False,Female,60_69
315,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,1.0,,1,,,,,1.0,40.0,2021,,158269169,1,,58246340.0,,,2.0,2.0,,2.0,0.920743722,2.0,,Q1 Lowest,,2.0,1.0,1.0,,2.0,2.0,Thailand,2.0,2,,,1.0,,,1.0,2.0,1.0,0.0,2.0,2.0,,1.0,,,1.0,,1.0,1.0,1.0,THA,4.0,4.0,1.0,1.0,1.0,3.0,2,2.0,2.0,,,False,Male,40_49
316,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,2.0,1.0,1,,,,,1.0,45.0,2021,,169671897,1,,58246340.0,,,1.0,2.0,1.0,,1.05619392,1.0,2.0,Q2,,1.0,1.0,1.0,,,2.0,Thailand,2.0,1,,,2.0,,2.0,4.0,,1.0,1.0,2.0,2.0,,1.0,,,2.0,2.0,1.0,1.0,,THA,4.0,4.0,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,,False,Female,40_49
317,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,1.0,3.0,1.0,1,2.0,,2.0,,1.0,30.0,2021,,172394508,1,,58246340.0,,,2.0,2.0,1.0,2.0,0.853999396,2.0,,Q2,,2.0,1.0,1.0,,2.0,2.0,Thailand,2.0,2,,,,1.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,,1.0,,,3.0,1.0,1.0,1.0,1.0,THA,2.0,4.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,,False,Female,30_39
318,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,1.0,1.0,1,,,,,1.0,32.0,2021,,156571524,1,,58246340.0,1.0,,3.0,3.0,2.0,2.0,0.453570565,2.0,1.0,Q5 Highest,,1.0,1.0,1.0,,1.0,1.0,Thailand,1.0,1,,,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,THA,4.0,1.0,1.0,4.0,1.0,2.0,1,,1.0,2.0,1.0,False,Female,30_39
319,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,30.0,2021,,138424740,1,,58246340.0,,,3.0,2.0,1.0,,0.790756444,2.0,2.0,Q5 Highest,,1.0,1.0,1.0,,,1.0,Thailand,2.0,1,,,,,,4.0,,1.0,0.0,,2.0,,1.0,2.0,,3.0,,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,2.0,1,2.0,1.0,,1.0,False,Female,30_39
320,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,33.0,2021,,128824911,1,,58246340.0,1.0,,3.0,2.0,1.0,,0.139643824,2.0,,Q5 Highest,,2.0,1.0,1.0,,,1.0,Thailand,1.0,2,,,,,2.0,4.0,,1.0,1.0,3.0,2.0,,1.0,2.0,,3.0,1.0,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,2.0,2,1.0,1.0,1.0,1.0,False,Male,30_39
321,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,,,,,2.0,23.0,2021,,133782461,1,,58246340.0,,,2.0,3.0,1.0,2.0,2.248266621,2.0,1.0,Q4,,2.0,1.0,1.0,,2.0,1.0,Thailand,2.0,1,,,,,2.0,1.0,2.0,1.0,0.0,,2.0,1.0,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,THA,4.0,2.0,1.0,1.0,1.0,2.0,1,2.0,1.0,2.0,2.0,False,Female,23_29
322,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,1.0,,1,,,,,2.0,34.0,2021,,185364580,1,,58246340.0,,,1.0,2.0,1.0,2.0,2.151721703,1.0,,Q3,,1.0,2.0,1.0,,1.0,2.0,Thailand,2.0,2,,,3.0,,,1.0,2.0,0.0,1.0,,2.0,,1.0,,,1.0,,1.0,2.0,1.0,THA,4.0,4.0,1.0,1.0,1.0,2.0,2,1.0,2.0,,,False,Male,30_39
323,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,0.0,2.0,2.0,3.0,,1,,,,,1.0,41.0,2021,,121662005,1,,58246340.0,2.0,,3.0,2.0,1.0,2.0,0.138056999,1.0,2.0,Q3,,2.0,1.0,1.0,,2.0,2.0,Thailand,1.0,1,,,3.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,,1.0,,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,1.0,2,2.0,1.0,,1.0,False,Male,40_49
324,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,1.0,,1,,,,,2.0,48.0,2021,,161315213,1,,58246340.0,,,2.0,2.0,2.0,,0.846195817,2.0,,Q3,,2.0,1.0,1.0,,,2.0,Thailand,2.0,2,,,3.0,,,4.0,,1.0,0.0,3.0,2.0,,1.0,,,1.0,,1.0,1.0,,THA,4.0,4.0,2.0,1.0,1.0,2.0,1,2.0,2.0,,,False,Female,40_49
325,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,2.0,,1,,,,,1.0,19.0,2021,,124343418,1,,58246340.0,1.0,,2.0,4.0,2.0,,2.712782339,1.0,1.0,Q1 Lowest,,1.0,1.0,2.0,,,1.0,Thailand,1.0,1,,,4.0,,,4.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,2.0,2,1.0,1.0,,1.0,False,Male,18_22
326,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,4.0,,1,,,,,2.0,59.0,2021,,133791779,1,,58246340.0,1.0,,2.0,5.0,2.0,3.0,0.138056999,2.0,1.0,Q2,,1.0,2.0,1.0,,2.0,2.0,Thailand,1.0,1,,,,,,1.0,2.0,0.0,1.0,,2.0,,1.0,,,3.0,,0.0,2.0,1.0,THA,4.0,4.0,1.0,1.0,1.0,2.0,1,1.0,2.0,,,False,Female,50_59
327,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,33.0,2021,,118097022,1,,58246340.0,1.0,,3.0,5.0,1.0,2.0,0.357891433,2.0,2.0,Q5 Highest,,2.0,1.0,1.0,,1.0,1.0,Thailand,1.0,1,,,1.0,,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,2,2.0,1.0,1.0,1.0,False,Male,30_39
328,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,,,1,,,,,1.0,16.0,2021,,162450171,1,,58246340.0,,,1.0,8.0,4.0,,1.297562599,2.0,2.0,Q3,,2.0,1.0,2.0,,,2.0,Thailand,2.0,1,,,,,,4.0,,1.0,0.0,,2.0,,2.0,,,,,0.0,,,THA,4.0,4.0,2.0,4.0,1.0,2.0,2,,2.0,,,False,Male,17_or_less
329,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,1.0,,1,,,,,2.0,54.0,2021,,161393933,1,,58246340.0,,,1.0,2.0,2.0,,2.843041933,2.0,2.0,Q2,,2.0,2.0,1.0,,,2.0,Thailand,2.0,1,,,3.0,,,4.0,,0.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,THA,4.0,2.0,2.0,1.0,1.0,1.0,1,2.0,2.0,,2.0,False,Female,50_59
330,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,2.0,1.0,1,,,,,1.0,44.0,2021,,112099024,1,,58246340.0,,,3.0,2.0,1.0,1.0,0.138056999,1.0,1.0,Q5 Highest,,1.0,1.0,1.0,,1.0,2.0,Thailand,2.0,1,,,1.0,,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,,,2.0,1.0,1.0,2.0,1.0,THA,4.0,4.0,1.0,1.0,1.0,2.0,2,1.0,1.0,1.0,,False,Male,40_49
331,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,2.0,1.0,1,,,,,1.0,16.0,2021,,160454427,1,,58246340.0,,,1.0,3.0,2.0,2.0,1.905498661,2.0,2.0,Q3,,2.0,1.0,1.0,,2.0,2.0,Thailand,2.0,1,,,3.0,,2.0,1.0,2.0,1.0,0.0,3.0,2.0,,2.0,,,1.0,1.0,1.0,,1.0,THA,4.0,4.0,1.0,4.0,1.0,2.0,1,,2.0,1.0,,False,Female,17_or_less
332,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,,1.0,1,,,,,1.0,34.0,2021,,142650656,1,,58246340.0,,,3.0,8.0,1.0,2.0,0.139643824,1.0,2.0,Q5 Highest,,2.0,1.0,1.0,,1.0,1.0,Thailand,2.0,1,,,,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,2.0,2.0,,,2.0,1.0,,1.0,THA,4.0,1.0,1.0,4.0,1.0,2.0,2,,1.0,1.0,1.0,False,Male,30_39
333,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,1.0,2.0,3.0,,1,,,,,1.0,55.0,2021,,123225058,1,,58246340.0,1.0,,3.0,2.0,1.0,2.0,0.192318439,1.0,,Q5 Highest,,2.0,1.0,1.0,,1.0,1.0,Thailand,1.0,2,,,4.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,,1.0,1.0,1.0,THA,4.0,2.0,1.0,1.0,1.0,2.0,2,1.0,1.0,,2.0,False,Male,50_59
334,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,2.0,,1,,,,,2.0,43.0,2021,,124918809,1,,58246340.0,,,2.0,2.0,1.0,,0.138056999,2.0,2.0,Q3,,2.0,2.0,1.0,,,1.0,Thailand,2.0,1,,,3.0,,,4.0,,0.0,0.0,,2.0,,1.0,,,1.0,,0.0,2.0,,THA,4.0,4.0,2.0,1.0,1.0,2.0,2,1.0,2.0,,,False,Male,40_49
335,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,2.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,37.0,2021,,137547143,1,,58246340.0,,,2.0,2.0,2.0,,0.855674061,2.0,,Q4,,2.0,1.0,2.0,,,2.0,Thailand,2.0,2,,,1.0,,,4.0,,0.0,1.0,,1.0,,1.0,,1.0,3.0,,1.0,1.0,,THA,4.0,4.0,2.0,1.0,1.0,1.0,1,1.0,1.0,,,False,Female,30_39
336,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,20.0,2021,,123626670,1,,58246340.0,,,3.0,2.0,2.0,,0.168526525,2.0,1.0,Q4,,2.0,1.0,2.0,,,1.0,Thailand,2.0,1,,,1.0,,,4.0,,1.0,0.0,1.0,2.0,,1.0,,,2.0,,1.0,1.0,,THA,4.0,4.0,2.0,1.0,1.0,2.0,2,2.0,2.0,,,False,Male,18_22
337,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,27.0,2021,,182169724,1,,58246340.0,1.0,,3.0,2.0,1.0,2.0,0.193616866,2.0,1.0,Q5 Highest,,2.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,,1.0,False,Female,23_29
338,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,2.0,1,,,,,1.0,47.0,2021,,127067483,1,,58246340.0,,,1.0,1.0,1.0,,0.900120682,2.0,2.0,Q3,1.0,2.0,1.0,1.0,,2.0,1.0,Thailand,2.0,1,,,3.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,THA,4.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,False,Female,40_49
339,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,,,,,1.0,20.0,2021,,176132099,1,,58246340.0,,,3.0,1.0,1.0,,0.797585288,1.0,,Q5 Highest,,1.0,1.0,2.0,,,1.0,Thailand,2.0,2,,,3.0,,2.0,4.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,2.0,2,2.0,1.0,1.0,1.0,False,Male,18_22
340,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,49.0,2021,,120630581,1,,58246340.0,1.0,,3.0,4.0,2.0,1.0,0.546837817,2.0,2.0,Q2,,2.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,3.0,1.0,1.0,,1.0,THA,4.0,1.0,1.0,4.0,1.0,2.0,2,,1.0,2.0,1.0,False,Male,40_49
341,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,0.0,2.0,2.0,2.0,,1,,,,,1.0,35.0,2021,,168210039,1,,58246340.0,,,2.0,2.0,,,0.168209024,2.0,2.0,Q4,,2.0,1.0,1.0,,,2.0,Thailand,2.0,1,,,4.0,,,4.0,,1.0,0.0,1.0,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,THA,4.0,2.0,2.0,1.0,2.0,2.0,2,1.0,2.0,,2.0,False,Male,30_39
342,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,1.0,,1,,,,,2.0,39.0,2021,,115314112,1,,58246340.0,,,2.0,2.0,2.0,,1.924976344,1.0,,Q2,,2.0,1.0,1.0,,,2.0,Thailand,2.0,2,,,3.0,,,4.0,,1.0,1.0,,2.0,,1.0,,,1.0,,1.0,1.0,,THA,4.0,4.0,2.0,1.0,1.0,2.0,2,1.0,2.0,,,False,Male,30_39
343,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,1.0,,1,,,,,1.0,40.0,2021,,191852426,1,,58246340.0,1.0,,3.0,4.0,2.0,1.0,0.185880027,2.0,,Q5 Highest,,2.0,1.0,1.0,,2.0,2.0,Thailand,1.0,2,,,2.0,,,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,,1.0,,0.0,2.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,,1.0,False,Female,40_49
344,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,,,1,,,,,1.0,40.0,2021,,177602659,1,,58246340.0,,,2.0,9.0,1.0,1.0,0.751096655,2.0,1.0,Q2,,1.0,1.0,1.0,,2.0,1.0,Thailand,2.0,1,,,4.0,,,1.0,2.0,1.0,0.0,3.0,2.0,,2.0,,,,,0.0,,1.0,THA,4.0,4.0,1.0,4.0,1.0,2.0,2,,1.0,,,False,Male,40_49
345,0.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,3.0,,1,,,,,2.0,53.0,2021,,206382374,1,,58246340.0,,,1.0,2.0,,,1.575159297,2.0,,Q2,,2.0,2.0,1.0,,,2.0,Thailand,2.0,2,,,2.0,,,4.0,,0.0,0.0,,2.0,,2.0,,,1.0,,0.0,,,THA,4.0,4.0,2.0,4.0,2.0,2.0,2,,2.0,,,False,Male,50_59
346,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,2.0,,1,,,,,2.0,29.0,2021,,181687788,1,,58246340.0,1.0,,2.0,2.0,,,0.305462307,1.0,2.0,Q2,1.0,1.0,2.0,1.0,,2.0,2.0,Thailand,1.0,1,,,3.0,,,2.0,2.0,0.0,1.0,,2.0,,1.0,,,2.0,,1.0,1.0,2.0,THA,4.0,4.0,1.0,1.0,2.0,2.0,2,2.0,2.0,,,False,Male,23_29
347,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,,,,,2.0,21.0,2021,,202690828,1,,58246340.0,,,1.0,2.0,2.0,,2.383735438,1.0,1.0,Q4,1.0,1.0,1.0,1.0,,2.0,2.0,Thailand,2.0,1,,,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,1.0,2.0,False,Male,18_22
348,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,,,1,,,,,1.0,43.0,2021,,121712598,1,,58246340.0,1.0,,3.0,9.0,1.0,,0.678697635,2.0,1.0,Q5 Highest,,2.0,1.0,1.0,,,1.0,Thailand,1.0,1,,,,,,4.0,,1.0,1.0,3.0,2.0,,2.0,1.0,,,,0.0,,,THA,4.0,1.0,2.0,4.0,1.0,1.0,2,,1.0,,2.0,False,Male,40_49
349,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,1.0,0.0,2.0,2.0,1.0,,1,,2.0,,2.0,,35.0,2021,2.0,144167385,1,2.0,58246340.0,,,3.0,2.0,,2.0,0.158649626,1.0,,Q1 Lowest,,1.0,,1.0,1.0,1.0,2.0,Thailand,,2,2.0,,3.0,,,1.0,2.0,0.0,1.0,,2.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,,2.0,1,2.0,2.0,,1.0,False,Female,30_39
350,1.0,2.0,1.0,East Asia & Pacific (excluding high income),4.0,2.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,22.0,2021,,210104154,1,,58246340.0,,2.0,2.0,2.0,,2.0,0.210396006,2.0,2.0,Q4,,1.0,1.0,1.0,,2.0,1.0,Thailand,2.0,1,,,,,,1.0,2.0,0.0,0.0,2.0,2.0,,1.0,,,5.0,,0.0,2.0,1.0,THA,4.0,4.0,1.0,1.0,1.0,2.0,1,2.0,1.0,,,False,Female,18_22
351,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,0.0,2.0,2.0,3.0,1.0,1,,,,,1.0,31.0,2021,,127330133,1,,58246340.0,,,2.0,2.0,1.0,2.0,0.858724406,2.0,1.0,Q5 Highest,,1.0,1.0,1.0,,1.0,2.0,Thailand,2.0,1,,,,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,,3.0,1.0,1.0,2.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,False,Female,30_39
352,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,2.0,1.0,2.0,1.0,2.0,,1,1.0,,2.0,,1.0,20.0,2021,,171256320,1,,58246340.0,,,3.0,2.0,1.0,2.0,0.178163916,1.0,1.0,Q3,,1.0,1.0,1.0,,1.0,2.0,Thailand,2.0,1,,,,,,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,,,1.0,,1.0,1.0,1.0,THA,1.0,4.0,1.0,1.0,1.0,2.0,1,1.0,1.0,,,False,Female,18_22
353,0.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,,,1,,,,,2.0,47.0,2021,,194086567,1,,58246340.0,,2.0,2.0,8.0,1.0,,0.186518819,2.0,,Q4,1.0,2.0,2.0,1.0,,2.0,2.0,Thailand,2.0,2,,,1.0,,,2.0,2.0,0.0,0.0,,2.0,,1.0,,,,,0.0,2.0,2.0,THA,4.0,4.0,1.0,3.0,2.0,2.0,2,2.0,2.0,,,False,Male,40_49
354,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,31.0,2021,,123151259,1,,58246340.0,1.0,,3.0,2.0,2.0,2.0,0.413793821,1.0,2.0,Q5 Highest,,1.0,1.0,1.0,,2.0,2.0,Thailand,1.0,1,,,,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,,3.0,1.0,1.0,2.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,2.0,2.0,False,Female,30_39
355,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,0.0,2.0,2.0,2.0,,1,,,,,1.0,37.0,2021,,160307526,1,,58246340.0,,,2.0,2.0,1.0,,0.701342319,2.0,1.0,Q3,,1.0,1.0,1.0,,,2.0,Thailand,2.0,1,,,2.0,,,4.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,,0.0,2.0,,THA,4.0,2.0,2.0,1.0,1.0,1.0,2,1.0,1.0,,2.0,False,Male,30_39
356,1.0,1.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,1.0,3.0,1.0,1,1.0,,1.0,,1.0,32.0,2021,,114185469,1,,58246340.0,1.0,,3.0,2.0,1.0,2.0,0.5261178,1.0,2.0,Q5 Highest,,1.0,1.0,1.0,,1.0,1.0,Thailand,1.0,1,,,1.0,,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,THA,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,1.0,1.0,1.0,False,Male,30_39
