,any_digital_payment,applied_for_mobile_loan,no_mobile_account_too_expensive,world_bank_region,saved_bank,made_utility_payment,saved_money,received_public_pension,recieved_agricultural_payment,emergency_fund_access,mobile_money_transaction,account_ownership,agri_payment_mobile,no_account_documentation,agri_payment_bank,no_account_too_expensive,account_usage,age,survey_year,no_account_insufficient_funds,respondent_id,financial_instituion_account,no_account_family_member,adult_population,store_money_account,agriculture_payment_method,education_level,emergency_funds,received_acc_balance_info,high_withdrawal_fee_wages,survey_weight,borrowed_from_family_friends,debit_card_ownership,income_quintile,wages_card,sent_domestic_remittance_account,account_ownership,employment_status,no_account_lack_of_trust,wages_mobile,ever_had_mobile_money_account,economy,account_transaction_activity,debit_card_ownership,no_account_distance,ever_had_bank_account,financial_health_indicator,agri_payment_card,mobile_money_usage,received_wages,wage_payment_method,merchantpay_dig,borrowed_money,no_mobile_account_lack_documentation,saved_mobile_money,utility_payment_cash,received_goverment_transfer,utility_payment_bank,borrowed_from_savings_club,emergency_fund_source,mobile_money_activity,mobile_money_account,agricultural_payment_mobile,wages_bank_account,economycode,received_agriculture_payment,utility_payment,recieved_wages,received_transfers,credit_card_ownership,borrowed_from_formal_bank,female,agriculture_payment_account,no_mobile_agents_far,mobile_money_send_recieve,utility_payment_mobile,codes_found,gender,age_group
836,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,1.0,,1,,,,,2.0,49.0,2021,,152334051,1,,58246340.0,,,1.0,3.0,1.0,,0.436942545,1.0,2.0,Q3,,2.0,2.0,1.0,,,2.0,Thailand,2.0,1,,,3.0,,,4.0,,0.0,1.0,,2.0,,1.0,,,1.0,,1.0,1.0,,THA,4.0,4.0,2.0,1.0,1.0,2.0,2,2.0,2.0,,,False,Male,40_49
837,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,40.0,2021,,177922647,1,,58246340.0,1.0,,3.0,4.0,2.0,2.0,0.138056999,2.0,2.0,Q5 Highest,,1.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,,3.0,,0.0,,1.0,THA,4.0,1.0,1.0,4.0,1.0,2.0,2,,1.0,,1.0,False,Male,40_49
838,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,2.0,,1,,,,,1.0,62.0,2021,,157475622,1,,58246340.0,,,3.0,2.0,3.0,,0.190974524,1.0,1.0,Q4,,1.0,1.0,1.0,,,2.0,Thailand,2.0,1,,,3.0,,,4.0,,1.0,1.0,2.0,2.0,,1.0,2.0,,2.0,,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,2.0,2,1.0,1.0,,1.0,False,Male,60_69
839,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,2.0,,1,,,,,2.0,59.0,2021,,133749837,1,,58246340.0,,,1.0,2.0,2.0,,5.714441691,2.0,2.0,Q2,,2.0,2.0,2.0,,,1.0,Thailand,2.0,1,,,2.0,,,4.0,,1.0,0.0,,2.0,,2.0,,,2.0,,0.0,,,THA,4.0,4.0,2.0,4.0,1.0,2.0,1,,2.0,,,False,Female,50_59
840,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,35.0,2021,,138475386,1,,58246340.0,1.0,,3.0,2.0,1.0,1.0,0.248085059,1.0,1.0,Q4,,1.0,1.0,1.0,,1.0,1.0,Thailand,1.0,1,,,,,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,False,Female,30_39
841,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,1.0,2.0,,1,2.0,,2.0,,2.0,53.0,2021,,181403559,1,,58246340.0,,,1.0,2.0,,,0.80687012,1.0,2.0,Q3,,2.0,2.0,1.0,,,1.0,Thailand,2.0,1,,,,1.0,,4.0,,0.0,1.0,,2.0,1.0,1.0,2.0,,1.0,,0.0,2.0,,THA,2.0,2.0,2.0,1.0,2.0,2.0,2,1.0,2.0,,2.0,False,Male,50_59
842,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,40.0,2021,,145723132,1,,58246340.0,1.0,,3.0,4.0,1.0,,0.593546602,2.0,1.0,Q4,,1.0,1.0,1.0,,,1.0,Thailand,1.0,1,,,4.0,,2.0,4.0,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,3.0,1.0,1.0,1.0,,THA,4.0,2.0,2.0,1.0,1.0,2.0,1,2.0,1.0,2.0,2.0,False,Female,40_49
843,0.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,3.0,,1,,,,,2.0,60.0,2021,,176431850,1,,58246340.0,,,3.0,1.0,1.0,,0.138056999,2.0,,Q1 Lowest,,2.0,2.0,2.0,,,1.0,Thailand,2.0,2,,,,,,4.0,,0.0,0.0,,2.0,,2.0,,,3.0,,0.0,,,THA,4.0,4.0,2.0,4.0,1.0,2.0,1,,2.0,,,False,Female,60_69
844,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,1.0,0.0,2.0,2.0,1.0,,1,,,,,1.0,33.0,2021,,208103410,1,,58246340.0,,,1.0,2.0,,,1.363967946,2.0,2.0,Q3,1.0,2.0,1.0,1.0,,2.0,2.0,Thailand,2.0,1,,,,,,2.0,2.0,0.0,0.0,,2.0,1.0,2.0,2.0,,1.0,,0.0,,2.0,THA,4.0,2.0,1.0,4.0,1.0,2.0,2,,2.0,,2.0,False,Male,30_39
845,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,1.0,0.0,2.0,2.0,,,1,,,,,2.0,83.0,2021,,209081523,1,,58246340.0,,,1.0,8.0,2.0,,5.714441691,2.0,1.0,Q2,,2.0,2.0,2.0,,,2.0,Thailand,2.0,1,,,3.0,,,4.0,,0.0,1.0,,2.0,1.0,1.0,2.0,,,,0.0,2.0,,THA,4.0,2.0,2.0,1.0,1.0,1.0,2,1.0,2.0,,2.0,False,Male,70_plus
846,1.0,1.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,48.0,2021,,199809686,1,,58246340.0,,,3.0,2.0,1.0,,0.218877638,2.0,1.0,Q4,,1.0,1.0,1.0,,,1.0,Thailand,2.0,1,,,,,2.0,4.0,,1.0,1.0,1.0,1.0,,2.0,,2.0,3.0,1.0,1.0,,,THA,4.0,4.0,2.0,4.0,1.0,2.0,1,,1.0,1.0,,False,Female,40_49
847,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,,,1,,,,,1.0,26.0,2021,,163020902,1,,58246340.0,,,2.0,8.0,2.0,3.0,0.237582771,1.0,2.0,Q4,,2.0,1.0,1.0,,2.0,1.0,Thailand,2.0,1,,,,,,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,,2.0,False,Male,23_29
848,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,2.0,,1,,,,,1.0,33.0,2021,,120218595,1,,58246340.0,1.0,,3.0,4.0,2.0,2.0,1.027769957,2.0,2.0,Q5 Highest,,1.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,,1.0,1.0,1.0,THA,4.0,4.0,1.0,1.0,1.0,2.0,2,2.0,1.0,,,False,Male,30_39
849,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,1.0,,1,,,,,1.0,29.0,2021,,205299973,1,,58246340.0,,,1.0,2.0,,1.0,1.577018771,1.0,2.0,Q4,,1.0,1.0,1.0,,1.0,2.0,Thailand,2.0,1,,,1.0,,,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,,1.0,False,Female,23_29
850,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,4.0,,1,,,,,2.0,26.0,2021,,189571106,1,,58246340.0,,,1.0,2.0,,,2.18870451,1.0,,Q1 Lowest,,2.0,1.0,1.0,,,2.0,Thailand,2.0,2,,,3.0,,,4.0,,0.0,1.0,,2.0,1.0,1.0,2.0,,4.0,,0.0,2.0,,THA,4.0,2.0,2.0,1.0,1.0,2.0,1,1.0,2.0,,2.0,False,Female,23_29
851,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,,,,,1.0,30.0,2021,,166035824,1,,58246340.0,,,2.0,2.0,2.0,1.0,0.28810274,2.0,1.0,Q3,,2.0,1.0,1.0,,1.0,2.0,Thailand,2.0,1,,,4.0,,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,THA,4.0,2.0,1.0,1.0,1.0,2.0,1,2.0,1.0,2.0,2.0,False,Female,30_39
852,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,39.0,2021,,141792525,1,,58246340.0,1.0,,3.0,2.0,1.0,,0.138056999,2.0,1.0,Q4,,1.0,1.0,1.0,,,1.0,Thailand,1.0,1,,,1.0,,2.0,4.0,,1.0,1.0,1.0,2.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,False,Female,30_39
853,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,1.0,2.0,3.0,,1,,,,,1.0,64.0,2021,,164073709,1,,58246340.0,1.0,,3.0,1.0,1.0,,0.287333685,2.0,2.0,Q1 Lowest,,2.0,1.0,2.0,,,1.0,Thailand,1.0,1,,,,,,4.0,,1.0,1.0,3.0,2.0,,2.0,1.0,,3.0,,1.0,1.0,,THA,4.0,1.0,2.0,4.0,1.0,2.0,2,1.0,1.0,,2.0,False,Male,60_69
854,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,1.0,2.0,1.0,1,2.0,,1.0,,1.0,16.0,2021,,170626440,1,,58246340.0,,,1.0,1.0,1.0,,2.029036585,2.0,1.0,Q2,,1.0,1.0,2.0,,,2.0,Thailand,2.0,1,,,1.0,,2.0,4.0,,1.0,0.0,1.0,2.0,,2.0,,,1.0,1.0,1.0,,,THA,1.0,4.0,2.0,4.0,1.0,2.0,2,,1.0,1.0,,False,Male,17_or_less
855,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,2.0,1,,,,,1.0,56.0,2021,,181269941,1,,58246340.0,2.0,,3.0,2.0,1.0,2.0,0.138056999,2.0,2.0,Q5 Highest,,2.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,,,2.0,1.0,2.0,1.0,0.0,1.0,2.0,,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,2.0,2.0,False,Male,50_59
856,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,47.0,2021,,128340917,1,,58246340.0,1.0,,3.0,1.0,1.0,,0.227246618,2.0,2.0,Q5 Highest,,2.0,1.0,2.0,,,1.0,Thailand,1.0,1,,,,,2.0,4.0,,1.0,1.0,1.0,2.0,,1.0,,,3.0,1.0,1.0,1.0,,THA,4.0,4.0,2.0,1.0,1.0,2.0,1,2.0,1.0,2.0,,False,Female,40_49
857,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,,,,,1.0,30.0,2021,,182693822,1,,58246340.0,1.0,,3.0,1.0,2.0,2.0,1.694473321,2.0,,Q3,,2.0,1.0,1.0,,1.0,1.0,Thailand,1.0,2,,,5.0,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,False,Female,30_39
858,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,32.0,2021,,185358434,1,,58246340.0,1.0,,3.0,1.0,2.0,2.0,0.193616866,1.0,2.0,Q5 Highest,,1.0,1.0,1.0,,2.0,2.0,Thailand,1.0,1,,,1.0,,,1.0,2.0,1.0,1.0,,2.0,,1.0,2.0,,3.0,,0.0,2.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,,1.0,False,Female,30_39
859,1.0,1.0,2.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,3.0,,1,,2.0,,2.0,,35.0,2021,2.0,154938138,0,2.0,58246340.0,,,2.0,2.0,,,0.138056999,1.0,,Q3,1.0,2.0,,1.0,1.0,2.0,2.0,Thailand,,2,2.0,,3.0,,,2.0,2.0,1.0,1.0,,2.0,,1.0,2.0,,1.0,,1.0,1.0,2.0,THA,4.0,1.0,1.0,1.0,,2.0,2,2.0,2.0,,1.0,False,Male,30_39
860,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,,,1,,,,,2.0,47.0,2021,,118019219,1,,58246340.0,,,1.0,9.0,1.0,2.0,5.714441691,2.0,,Q2,,2.0,2.0,1.0,,2.0,2.0,Thailand,2.0,2,,,,,,1.0,2.0,0.0,0.0,,2.0,,2.0,,,,,0.0,,1.0,THA,4.0,4.0,1.0,4.0,1.0,2.0,2,,2.0,,,False,Male,40_49
861,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,1.0,2.0,,,1,,,,,1.0,66.0,2021,,113400630,1,,58246340.0,,,3.0,9.0,2.0,,0.180121351,2.0,2.0,Q4,,2.0,2.0,1.0,,,1.0,Thailand,2.0,1,,,,,,4.0,,1.0,0.0,,1.0,,1.0,2.0,2.0,,,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,2.0,1,1.0,2.0,,1.0,False,Female,60_69
862,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,52.0,2021,,165180819,1,,58246340.0,1.0,,3.0,2.0,2.0,2.0,0.239457964,1.0,1.0,Q4,,1.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,2.0,,,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,1.0,,1.0,,0.0,2.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,,1.0,False,Female,50_59
863,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,2.0,,1,,,,,2.0,25.0,2021,,146072980,1,,58246340.0,,,3.0,2.0,2.0,2.0,0.413793821,1.0,,Q5 Highest,,2.0,2.0,1.0,,2.0,1.0,Thailand,2.0,2,,,,,,1.0,2.0,0.0,1.0,,2.0,,2.0,,,1.0,,0.0,,1.0,THA,4.0,4.0,1.0,4.0,1.0,2.0,1,,2.0,,,False,Female,23_29
864,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,43.0,2021,,178252165,1,,58246340.0,1.0,,3.0,1.0,1.0,2.0,0.678697635,2.0,2.0,Q4,,1.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,,3.0,1.0,1.0,,1.0,THA,4.0,1.0,1.0,4.0,1.0,2.0,2,,1.0,1.0,1.0,False,Male,40_49
865,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,1.0,3.0,1.0,1,2.0,,2.0,,1.0,38.0,2021,,181289482,1,,58246340.0,,,3.0,2.0,1.0,2.0,0.138056999,2.0,1.0,Q3,,1.0,1.0,1.0,,1.0,1.0,Thailand,2.0,1,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,THA,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,False,Female,30_39
866,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,30.0,2021,,192288864,1,,58246340.0,1.0,,3.0,2.0,2.0,2.0,0.138056999,2.0,2.0,Q5 Highest,,2.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,3.0,2.0,1.0,1.0,1.0,THA,4.0,4.0,1.0,1.0,1.0,2.0,2,2.0,1.0,1.0,,False,Male,30_39
867,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,1.0,2.0,3.0,,1,,,,,1.0,33.0,2021,,136338292,1,,58246340.0,1.0,,3.0,4.0,2.0,2.0,0.413793821,2.0,,Q2,,1.0,2.0,1.0,,2.0,1.0,Thailand,1.0,2,,,2.0,,,1.0,2.0,1.0,1.0,,2.0,,1.0,,,3.0,,0.0,2.0,1.0,THA,4.0,4.0,1.0,1.0,1.0,2.0,1,1.0,1.0,,,False,Female,30_39
868,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,,,1,,2.0,,1.0,,24.0,2021,1.0,187206938,1,2.0,58246340.0,,,2.0,7.0,,,1.43755885,2.0,,Q4,,1.0,,2.0,2.0,,1.0,Thailand,,2,1.0,,,,,4.0,,0.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,0.0,2.0,,THA,4.0,2.0,2.0,1.0,,2.0,1,1.0,2.0,,2.0,False,Female,23_29
869,1.0,1.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,25.0,2021,,154752022,1,,58246340.0,,,2.0,3.0,1.0,2.0,0.357891433,2.0,1.0,Q4,,2.0,1.0,1.0,,1.0,1.0,Thailand,2.0,1,,,,,,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,2.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,2,2.0,1.0,,2.0,False,Male,23_29
870,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,38.0,2021,,161735705,1,,58246340.0,,,3.0,4.0,1.0,,0.306484336,2.0,,Q2,,2.0,1.0,1.0,,,1.0,Thailand,2.0,2,,,4.0,,2.0,4.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,False,Male,30_39
871,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,4.0,,1,,,,,1.0,39.0,2021,,182449190,1,,58246340.0,2.0,,2.0,2.0,3.0,,0.470272114,2.0,1.0,Q2,,2.0,1.0,1.0,,,1.0,Thailand,1.0,1,,,4.0,,,4.0,,1.0,0.0,3.0,2.0,1.0,1.0,2.0,,2.0,,1.0,1.0,,THA,4.0,2.0,2.0,1.0,1.0,2.0,1,1.0,2.0,,2.0,False,Female,30_39
872,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,1.0,1.0,1,,,,,1.0,37.0,2021,,178157054,1,,58246340.0,,,3.0,2.0,1.0,1.0,0.533798491,2.0,2.0,Q4,,2.0,1.0,1.0,,2.0,1.0,Thailand,2.0,1,,,4.0,,2.0,1.0,2.0,1.0,0.0,1.0,2.0,,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,False,Female,30_39
873,1.0,2.0,2.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,,,1,,,,,2.0,33.0,2021,,121683065,1,,58246340.0,,,2.0,7.0,,,5.714441691,1.0,2.0,Q1 Lowest,,2.0,1.0,2.0,,,2.0,Thailand,2.0,1,,,3.0,,,4.0,,0.0,1.0,,2.0,,2.0,,,,,0.0,,,THA,4.0,4.0,2.0,4.0,1.0,2.0,1,,2.0,,,False,Female,30_39
874,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,2.0,0.0,2.0,2.0,,,1,,,,,2.0,50.0,2021,,135113389,1,,58246340.0,,,3.0,7.0,,,0.782583699,2.0,,Q4,,2.0,2.0,2.0,,,2.0,Thailand,2.0,2,,,,,,4.0,,1.0,0.0,1.0,2.0,,2.0,,,,,0.0,,,THA,4.0,4.0,2.0,4.0,2.0,2.0,1,,1.0,,,False,Female,50_59
875,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,2.0,,1,,,,,1.0,28.0,2021,,118246605,1,,58246340.0,,,1.0,1.0,1.0,2.0,1.443962782,1.0,2.0,Q3,,1.0,1.0,1.0,,1.0,1.0,Thailand,2.0,1,,,3.0,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,THA,4.0,2.0,1.0,1.0,1.0,2.0,2,1.0,2.0,,2.0,False,Male,23_29
876,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,0.0,2.0,2.0,2.0,1.0,1,,,,,1.0,25.0,2021,,202935544,1,,58246340.0,,,2.0,2.0,1.0,2.0,1.829258135,1.0,2.0,Q2,,1.0,1.0,1.0,,1.0,2.0,Thailand,2.0,1,,,2.0,,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,1.0,1.0,False,Male,23_29
877,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,3.0,2.0,1,,,,,1.0,35.0,2021,,210975911,1,,58246340.0,,,1.0,2.0,1.0,2.0,2.063701227,2.0,1.0,Q1 Lowest,,1.0,1.0,1.0,,2.0,2.0,Thailand,2.0,1,,,,,2.0,1.0,2.0,1.0,0.0,3.0,2.0,,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,2.0,1.0,2.0,1.0,False,Female,30_39
878,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,1.0,1.0,1,,,,,1.0,22.0,2021,,164550391,1,,58246340.0,,,3.0,2.0,2.0,2.0,0.439869775,2.0,2.0,Q5 Highest,,1.0,1.0,1.0,,2.0,1.0,Thailand,2.0,1,,,3.0,,2.0,1.0,2.0,1.0,0.0,1.0,2.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,False,Female,18_22
879,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,1.0,2.0,2.0,3.0,1.0,1,,,,,1.0,38.0,2021,,145420851,1,,58246340.0,1.0,,3.0,4.0,1.0,,0.249767845,2.0,1.0,Q3,,2.0,1.0,1.0,,,1.0,Thailand,1.0,1,,,,,2.0,4.0,,1.0,1.0,1.0,2.0,,1.0,2.0,,3.0,1.0,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,1.0,False,Female,30_39
880,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,41.0,2021,,194581675,1,,58246340.0,2.0,,2.0,2.0,1.0,,1.784900964,2.0,1.0,Q4,,2.0,1.0,1.0,,,1.0,Thailand,1.0,1,,,2.0,,,4.0,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,3.0,,1.0,1.0,,THA,4.0,1.0,2.0,1.0,1.0,1.0,2,1.0,1.0,,1.0,False,Male,40_49
881,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,1.0,,1,,,,,1.0,60.0,2021,,111882800,1,,58246340.0,,,1.0,4.0,3.0,,0.194527058,1.0,,Q2,1.0,1.0,1.0,1.0,,2.0,2.0,Thailand,2.0,2,,,1.0,,,2.0,2.0,0.0,1.0,,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,2.0,THA,4.0,2.0,1.0,1.0,1.0,1.0,1,1.0,2.0,,2.0,False,Female,60_69
882,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,1.0,1.0,2.0,2.0,,,1,,,,,1.0,41.0,2021,,169468697,1,,58246340.0,1.0,,3.0,7.0,1.0,2.0,0.287278596,2.0,2.0,Q4,,1.0,1.0,1.0,,1.0,1.0,Thailand,1.0,1,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,,1.0,2.0,1.0,THA,4.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,,1.0,False,Male,40_49
883,1.0,1.0,1.0,East Asia & Pacific (excluding high income),2.0,1.0,0.0,2.0,2.0,1.0,,1,,,,,1.0,33.0,2021,,163658896,1,,58246340.0,,2.0,2.0,2.0,1.0,,0.934298079,1.0,2.0,Q2,,2.0,1.0,1.0,,,2.0,Thailand,2.0,1,,,3.0,,,4.0,,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,,0.0,2.0,,THA,4.0,1.0,2.0,1.0,1.0,2.0,1,2.0,1.0,,1.0,False,Female,30_39
884,1.0,2.0,1.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,29.0,2021,,131541941,1,,58246340.0,1.0,,3.0,1.0,1.0,2.0,0.252473611,2.0,1.0,Q4,,1.0,1.0,1.0,,2.0,1.0,Thailand,1.0,1,,,2.0,,,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,,,3.0,,0.0,2.0,1.0,THA,4.0,4.0,1.0,1.0,1.0,1.0,1,1.0,1.0,,,False,Female,23_29
885,1.0,2.0,2.0,East Asia & Pacific (excluding high income),1.0,2.0,1.0,2.0,2.0,2.0,,1,,,,,1.0,45.0,2021,,113857514,1,,58246340.0,,,1.0,4.0,1.0,,0.413038667,2.0,,Q1 Lowest,1.0,1.0,1.0,1.0,,2.0,2.0,Thailand,2.0,2,,,3.0,,,2.0,2.0,0.0,0.0,,2.0,,1.0,,,1.0,,0.0,2.0,2.0,THA,4.0,4.0,1.0,1.0,1.0,2.0,2,1.0,2.0,,,False,Male,40_49
886,1.0,2.0,1.0,East Asia & Pacific (excluding high income),2.0,2.0,1.0,2.0,2.0,3.0,,1,,,,,1.0,30.0,2021,,147165189,1,,58246340.0,1.0,,3.0,2.0,1.0,1.0,0.521688912,2.0,,Q4,,1.0,1.0,1.0,,2.0,1.0,Thailand,1.0,2,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,3.0,,1.0,1.0,1.0,THA,4.0,4.0,1.0,1.0,1.0,2.0,2,2.0,1.0,,,False,Male,30_39
