merchantpay_dig,account_usage,no_account_insufficient_funds,emergency_fund_source,female,received_public_pension,respondent_id,wages_mobile,survey_weight,account_ownership,mobile_money_activity,received_wages,saved_bank,saved_mobile_money,received_transfers,recieved_wages,made_utility_payment,received_acc_balance_info,store_money_account,agriculture_payment_account,ever_had_mobile_money_account,mobile_money_usage,utility_payment,economycode,no_mobile_account_lack_documentation,any_digital_payment,received_agriculture_payment,no_account_lack_of_trust,no_account_distance,credit_card_ownership,education_level,survey_year,borrowed_from_family_friends,no_account_too_expensive,agricultural_payment_mobile,no_account_documentation,borrowed_from_formal_bank,utility_payment_cash,mobile_money_send_recieve,sent_domestic_remittance_account,no_mobile_agents_far,applied_for_mobile_loan,financial_instituion_account,wages_card,utility_payment_bank,mobile_money_transaction,no_mobile_account_too_expensive,wage_payment_method,no_account_family_member,age,saved_money,recieved_agricultural_payment,borrowed_from_savings_club,borrowed_money,account_ownership,received_goverment_transfer,agri_payment_card,income_quintile,world_bank_region,account_transaction_activity,emergency_fund_access,debit_card_ownership,agri_payment_bank,mobile_money_account,utility_payment_mobile,agri_payment_mobile,financial_health_indicator,ever_had_bank_account,wages_bank_account,employment_status,debit_card_ownership,agriculture_payment_method,adult_population,emergency_funds,high_withdrawal_fee_wages,economy,codes_found,gender,age_group,education_original
0.0,2.0,,1.0,2,2.0,179875063,2.0,0.565962403,2.0,,1.0,2.0,2.0,4.0,1.0,1.0,2.0,,,2.0,,2.0,THA,,1.0,4.0,,,1.0,3.0,2021,1.0,,,,2.0,1.0,,2.0,2.0,2.0,1,,2.0,,2.0,2.0,,36.0,0.0,2.0,,1.0,1,2.0,,Q3,East Asia & Pacific (excluding high income),2.0,2.0,,,0.0,2.0,,3.0,,1.0,1.0,2,,58246340.0,2.0,2.0,Thailand,False,Male,30_39,3.0
1.0,1.0,,3.0,2,2.0,148792120,2.0,0.404584751,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,2.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,50.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,2.0,,,,1.0,1.0,1,,58246340.0,6.0,2.0,Thailand,False,Male,50_59,3.0
1.0,1.0,,2.0,2,2.0,185956387,1.0,1.800854349,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,,1.0,THA,3.0,1.0,4.0,,,1.0,2.0,2021,2.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,1.0,,1.0,2.0,,18.0,1.0,2.0,,0.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,3.0,1.0,,1.0,1.0,,1.0,,1.0,2.0,1,,58246340.0,2.0,2.0,Thailand,False,Male,18_22,2.0
1.0,2.0,,1.0,2,2.0,144020195,,0.447294941,2.0,,4.0,2.0,2.0,2.0,2.0,1.0,,,2.0,2.0,,2.0,THA,,1.0,2.0,,,2.0,1.0,2021,2.0,,2.0,,2.0,1.0,,1.0,2.0,2.0,1,,2.0,,2.0,,,37.0,0.0,1.0,,0.0,1,1.0,1.0,Q3,East Asia & Pacific (excluding high income),2.0,2.0,,2.0,0.0,2.0,2.0,1.0,,,2.0,2,1.0,58246340.0,2.0,,Thailand,False,Male,30_39,1.0
1.0,1.0,,1.0,1,2.0,161639087,1.0,1.427554488,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,THA,3.0,1.0,4.0,,,1.0,2.0,2021,1.0,,2.0,,2.0,,,2.0,1.0,2.0,1,,1.0,,1.0,2.0,,45.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,2.0,2.0,,1.0,1.0,,,,1.0,1.0,1,,58246340.0,3.0,2.0,Thailand,False,Female,40_49,2.0
0.0,2.0,,,1,2.0,167018442,,0.514490215,2.0,,4.0,2.0,2.0,1.0,2.0,1.0,3.0,,2.0,2.0,,2.0,THA,,1.0,4.0,,,1.0,1.0,2021,2.0,,1.0,,2.0,1.0,,2.0,2.0,2.0,1,,2.0,,2.0,,,40.0,0.0,2.0,,0.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),2.0,,1.0,,1.0,2.0,,4.0,,,1.0,1,,58246340.0,9.0,,Thailand,False,Female,40_49,1.0
0.0,2.0,,1.0,1,2.0,208977030,,0.573004685,2.0,,4.0,1.0,2.0,4.0,2.0,1.0,,,,2.0,,2.0,THA,,1.0,4.0,,,2.0,3.0,2021,2.0,,,,2.0,1.0,,2.0,1.0,2.0,1,,2.0,,2.0,,,24.0,1.0,2.0,,0.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),2.0,1.0,,,0.0,2.0,,,,,2.0,2,,58246340.0,2.0,,Thailand,False,Female,23_29,3.0
0.0,2.0,,2.0,2,2.0,131075724,,0.436942545,1.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,4.0,THA,,1.0,2.0,,,1.0,1.0,2021,2.0,,2.0,,2.0,,,2.0,2.0,2.0,1,,,,2.0,,,50.0,0.0,1.0,,0.0,1,1.0,1.0,Q3,East Asia & Pacific (excluding high income),1.0,4.0,,2.0,0.0,,2.0,,,,1.0,2,,58246340.0,2.0,,Thailand,False,Male,50_59,1.0
1.0,1.0,,3.0,1,2.0,179710047,2.0,0.193616866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,1.0,,2.0,,2.0,,1.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,31.0,1.0,2.0,2.0,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,3.0,2,2.0,200846495,,0.146375593,1.0,,4.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,1.0,,1.0,THA,,1.0,4.0,,,1.0,3.0,2021,2.0,,,,1.0,,,2.0,1.0,2.0,1,,1.0,,2.0,,,52.0,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,0.0,2.0,,,,,1.0,1,,58246340.0,2.0,,Thailand,False,Male,50_59,3.0
0.0,1.0,,1.0,1,2.0,120616344,2.0,1.361901691,2.0,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,,4.0,THA,,1.0,4.0,,,1.0,2.0,2021,1.0,,1.0,,2.0,,,2.0,2.0,2.0,1,,,,2.0,2.0,,26.0,0.0,2.0,,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,1.0,,,1.0,,,,,1.0,1.0,2,,58246340.0,2.0,2.0,Thailand,False,Female,23_29,2.0
1.0,1.0,,2.0,1,2.0,170189268,,0.227863973,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,1.0,2.0,4.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,1.0,2.0,1.0,2.0,1,,,1.0,1.0,,,37.0,1.0,2.0,,0.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,2.0,1.0,,1.0,,,,,,1.0,1,,58246340.0,1.0,,Thailand,False,Female,30_39,3.0
0.0,2.0,,1.0,1,2.0,163346215,,0.868417419,2.0,,4.0,2.0,2.0,1.0,2.0,1.0,,,1.0,1.0,,2.0,THA,2.0,1.0,4.0,,,2.0,1.0,2021,2.0,,2.0,,2.0,1.0,,2.0,2.0,2.0,1,,2.0,,1.0,,,35.0,1.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),2.0,2.0,2.0,,0.0,2.0,,1.0,,,1.0,1,,58246340.0,4.0,,Thailand,False,Female,30_39,1.0
1.0,1.0,,3.0,1,2.0,117579517,,0.158649626,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,2.0,2021,2.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,,,40.0,1.0,2.0,2.0,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,1.0,,1.0,,,1.0,1,,58246340.0,1.0,,Thailand,False,Female,40_49,2.0
1.0,1.0,,3.0,2,2.0,161323038,2.0,0.157862851,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,THA,1.0,1.0,1.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,1.0,,1.0,2.0,,50.0,1.0,1.0,2.0,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1,,58246340.0,1.0,2.0,Thailand,False,Male,50_59,3.0
1.0,,2.0,,2,2.0,115067983,,0.545490711,,,4.0,2.0,2.0,1.0,2.0,2.0,,,2.0,2.0,,4.0,THA,5.0,1.0,4.0,1.0,2.0,,3.0,2021,2.0,2.0,1.0,2.0,2.0,,,1.0,2.0,2.0,0,,,,1.0,,2.0,38.0,0.0,2.0,,0.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,,,,1.0,,,,,,1.0,2,,58246340.0,7.0,,Thailand,False,Male,30_39,5.0
1.0,1.0,,3.0,1,2.0,184126584,1.0,0.315192068,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,2.0,,2.0,,1.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,26.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,23_29,3.0
1.0,1.0,,2.0,2,2.0,199048077,2.0,0.172706162,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,2.0,3.0,2021,2.0,,2.0,,2.0,,1.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,,1.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),1.0,2.0,1.0,,1.0,2.0,,3.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Male,,3.0
1.0,1.0,,3.0,1,2.0,202932078,1.0,0.239457964,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,2.0,,1.0,2.0,,46.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,1,,58246340.0,2.0,1.0,Thailand,False,Female,40_49,3.0
1.0,1.0,,2.0,2,2.0,161001137,,0.309597896,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,THA,1.0,1.0,2.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,2.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,,,22.0,1.0,1.0,,0.0,1,1.0,1.0,Q4,East Asia & Pacific (excluding high income),2.0,3.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,1,,58246340.0,2.0,,Thailand,False,Male,18_22,3.0
1.0,1.0,,1.0,1,2.0,182186726,2.0,0.145900586,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,THA,2.0,1.0,4.0,,,1.0,2.0,2021,2.0,,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1,,2.0,1.0,1.0,2.0,,40.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,1.0,2.0,,1.0,2.0,,2.0,,1.0,1.0,1,,58246340.0,4.0,2.0,Thailand,False,Female,40_49,2.0
1.0,1.0,,1.0,2,2.0,186277728,,0.167033585,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,THA,1.0,1.0,4.0,,,1.0,2.0,2021,2.0,,2.0,,2.0,,,2.0,1.0,2.0,1,,2.0,,1.0,,,37.0,1.0,2.0,,0.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,2.0,1.0,,0.0,1.0,,1.0,,,1.0,1,,58246340.0,2.0,,Thailand,False,Male,30_39,2.0
1.0,1.0,,1.0,2,2.0,183847846,1.0,0.138056999,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,4.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,2.0,1.0,2.0,1,,,,1.0,2.0,,40.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,2.0,1.0,,1.0,,,1.0,,1.0,1.0,1,,58246340.0,5.0,2.0,Thailand,False,Male,40_49,3.0
1.0,1.0,,1.0,1,2.0,132442743,2.0,0.412110893,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,2.0,2.0,2.0,THA,3.0,1.0,4.0,,,1.0,2.0,2021,1.0,,,,2.0,1.0,2.0,2.0,1.0,2.0,1,,2.0,2.0,1.0,2.0,,51.0,1.0,2.0,2.0,1.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),2.0,2.0,1.0,,1.0,2.0,,1.0,,1.0,1.0,1,,58246340.0,3.0,2.0,Thailand,False,Female,50_59,2.0
0.0,1.0,,2.0,2,2.0,166820247,2.0,0.138056999,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,,1.0,THA,,1.0,2.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,1.0,,2.0,2.0,,58.0,1.0,1.0,,0.0,1,1.0,1.0,Q5 Highest,East Asia & Pacific (excluding high income),2.0,4.0,,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,2,,58246340.0,4.0,2.0,Thailand,False,Male,50_59,3.0
1.0,1.0,,3.0,2,2.0,128334405,,0.14740566,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,1,,2.0,1.0,1.0,,,46.0,1.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),2.0,3.0,,,1.0,1.0,,,,,1.0,2,,58246340.0,2.0,,Thailand,False,Male,40_49,3.0
0.0,2.0,,2.0,2,2.0,189746346,,1.007318148,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,,2.0,THA,,1.0,4.0,,,1.0,1.0,2021,1.0,,1.0,,2.0,1.0,,2.0,2.0,2.0,1,,2.0,,2.0,,,43.0,1.0,2.0,,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,3.0,2.0,,1.0,2.0,,,,,1.0,1,,58246340.0,2.0,,Thailand,False,Male,40_49,1.0
0.0,1.0,,3.0,2,1.0,181907228,,0.513440101,1.0,,4.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,,1.0,THA,,1.0,4.0,,,1.0,2.0,2021,2.0,,1.0,,2.0,,,2.0,2.0,2.0,1,,1.0,,2.0,,,67.0,1.0,2.0,2.0,0.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),2.0,3.0,1.0,,1.0,2.0,,,,,2.0,1,,58246340.0,2.0,,Thailand,False,Male,60_69,2.0
1.0,1.0,,3.0,2,2.0,139393845,2.0,0.157862851,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,1.0,,,1.0,1.0,2.0,1,,1.0,,1.0,2.0,,50.0,1.0,2.0,2.0,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,2.0,,,,1.0,1.0,1,,58246340.0,1.0,1.0,Thailand,False,Male,50_59,3.0
1.0,2.0,,3.0,2,1.0,195599671,2.0,2.140772605,2.0,,1.0,1.0,2.0,4.0,1.0,1.0,2.0,,1.0,1.0,,2.0,THA,,1.0,4.0,,,1.0,2.0,2021,2.0,,2.0,,2.0,1.0,,1.0,2.0,2.0,1,,2.0,,2.0,1.0,,67.0,1.0,2.0,,0.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),2.0,3.0,2.0,,0.0,2.0,,,,1.0,2.0,1,,58246340.0,2.0,2.0,Thailand,False,Male,60_69,2.0
1.0,1.0,,3.0,2,2.0,124736053,2.0,0.193518674,1.0,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,,,2.0,,1.0,THA,2.0,1.0,4.0,,,1.0,3.0,2021,2.0,,,,2.0,,,2.0,1.0,2.0,1,,1.0,,1.0,2.0,,45.0,1.0,2.0,,0.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,3.0,,,0.0,1.0,,,,1.0,1.0,2,,58246340.0,3.0,2.0,Thailand,False,Male,40_49,3.0
0.0,1.0,,,2,2.0,204692630,1.0,2.332635807,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,,2.0,THA,,1.0,4.0,,,1.0,1.0,2021,1.0,,2.0,,2.0,1.0,,1.0,1.0,2.0,1,,2.0,,2.0,2.0,,32.0,1.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),2.0,,2.0,,1.0,2.0,,4.0,,1.0,2.0,1,,58246340.0,8.0,2.0,Thailand,False,Male,30_39,1.0
1.0,1.0,,2.0,1,2.0,202618034,2.0,0.138056999,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,2.0,,2.0,,2.0,1.0,1.0,2.0,1,,2.0,1.0,1.0,2.0,,45.0,1.0,2.0,2.0,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1,2.0,58246340.0,6.0,2.0,Thailand,False,Female,40_49,3.0
1.0,2.0,,3.0,1,2.0,123757747,2.0,0.207715802,2.0,,1.0,1.0,2.0,4.0,1.0,1.0,,1.0,,1.0,,2.0,THA,,1.0,4.0,,,1.0,3.0,2021,2.0,,,,2.0,1.0,,2.0,2.0,2.0,1,,2.0,,2.0,2.0,,52.0,1.0,2.0,,1.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,,,0.0,2.0,,1.0,,1.0,2.0,2,,58246340.0,2.0,2.0,Thailand,False,Female,50_59,3.0
1.0,1.0,,2.0,2,2.0,193993677,,0.386514799,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,2.0,2021,1.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,1,,2.0,1.0,1.0,,,29.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,3.0,2.0,,1.0,1.0,,2.0,,,1.0,1,,58246340.0,2.0,,Thailand,False,Male,23_29,2.0
0.0,2.0,,3.0,2,2.0,173201821,1.0,1.924976344,2.0,,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,,1.0,,4.0,THA,2.0,1.0,4.0,,,1.0,2.0,2021,2.0,,,,2.0,,,2.0,2.0,2.0,1,,,,1.0,2.0,,37.0,1.0,2.0,,0.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,,,,,1.0,1.0,1,,58246340.0,2.0,1.0,Thailand,False,Male,30_39,2.0
1.0,1.0,,,2,2.0,128555633,2.0,0.287278596,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,1.0,,1.0,THA,,1.0,4.0,,,1.0,3.0,2021,2.0,,,,2.0,,,2.0,1.0,2.0,1,,2.0,,2.0,3.0,,35.0,1.0,2.0,,1.0,1,2.0,,Q1 Lowest,East Asia & Pacific (excluding high income),1.0,,2.0,,0.0,1.0,,,,1.0,1.0,1,,58246340.0,8.0,3.0,Thailand,False,Male,30_39,3.0
1.0,1.0,,,2,2.0,203060231,2.0,0.157862851,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,2.0,1.0,2.0,1,,1.0,,1.0,1.0,,50.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,,2.0,,1.0,2.0,,,,1.0,1.0,1,,58246340.0,7.0,2.0,Thailand,False,Male,50_59,3.0
0.0,2.0,,2.0,1,2.0,154694059,,0.634738303,2.0,,4.0,1.0,2.0,4.0,2.0,2.0,1.0,,,2.0,,4.0,THA,,1.0,4.0,,,1.0,3.0,2021,1.0,,,,2.0,,,1.0,2.0,2.0,1,,,,2.0,,,,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,2.0,,,0.0,,,1.0,,,1.0,2,,58246340.0,2.0,,Thailand,False,Female,,3.0
1.0,2.0,,,2,2.0,186679679,2.0,0.180142039,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,THA,,1.0,4.0,,,4.0,2.0,2021,2.0,,1.0,,2.0,,,1.0,2.0,2.0,1,,1.0,,2.0,2.0,,38.0,1.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,,1.0,,1.0,2.0,,,,1.0,1.0,1,,58246340.0,9.0,2.0,Thailand,False,Male,30_39,2.0
1.0,1.0,,3.0,2,2.0,130051556,,5.714441691,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,,2.0,THA,,1.0,4.0,,,1.0,1.0,2021,2.0,,1.0,,2.0,1.0,,1.0,1.0,2.0,1,,2.0,,2.0,,,28.0,1.0,2.0,,0.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),2.0,3.0,2.0,,1.0,2.0,,1.0,,,2.0,1,,58246340.0,3.0,,Thailand,False,Male,23_29,1.0
1.0,1.0,,1.0,1,2.0,118085325,2.0,2.248682471,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,1,,2.0,2.0,1.0,2.0,,27.0,0.0,2.0,,0.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),2.0,2.0,1.0,,1.0,2.0,,2.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,23_29,3.0
1.0,1.0,,3.0,2,2.0,167835113,1.0,2.12898946,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,2.0,,2.0,,1.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,46.0,1.0,2.0,,0.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),2.0,3.0,1.0,,1.0,1.0,,,,1.0,1.0,1,,58246340.0,5.0,1.0,Thailand,False,Male,40_49,5.0
1.0,1.0,,,1,2.0,151060357,2.0,0.138056999,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,,2.0,THA,2.0,1.0,4.0,,,1.0,3.0,2021,1.0,,1.0,,2.0,1.0,,2.0,1.0,2.0,1,,2.0,,1.0,2.0,,50.0,0.0,2.0,,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,,,,1.0,2.0,,3.0,,1.0,1.0,2,,58246340.0,8.0,2.0,Thailand,False,Female,50_59,3.0
1.0,1.0,,2.0,2,2.0,140337346,1.0,0.212842225,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,THA,1.0,1.0,4.0,,,1.0,2.0,2021,1.0,,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,1,,2.0,1.0,1.0,2.0,,35.0,1.0,2.0,,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,2.0,,,1.0,2.0,,,,1.0,1.0,2,,58246340.0,2.0,2.0,Thailand,False,Male,30_39,2.0
1.0,1.0,,3.0,1,2.0,127410849,,0.138056999,1.0,,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,,1.0,,2.0,THA,2.0,1.0,4.0,,,1.0,3.0,2021,2.0,,,,1.0,1.0,,1.0,2.0,2.0,1,,2.0,,1.0,,,44.0,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,0.0,2.0,,,,,1.0,1,,58246340.0,2.0,,Thailand,False,Female,40_49,3.0
1.0,1.0,,3.0,1,2.0,165884582,2.0,0.259317939,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,THA,,1.0,4.0,,,1.0,2.0,2021,1.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,1,,1.0,1.0,2.0,1.0,,42.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,3.0,,,1.0,1.0,,3.0,,1.0,2.0,2,,58246340.0,2.0,2.0,Thailand,False,Female,40_49,2.0
1.0,1.0,,3.0,1,2.0,132587496,2.0,1.027154737,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,THA,2.0,1.0,4.0,,,1.0,1.0,2021,2.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,1,,,1.0,1.0,2.0,,44.0,1.0,2.0,,0.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,,,,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,40_49,1.0
1.0,1.0,,,1,2.0,139492092,,0.169904481,1.0,,4.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,2.0,,1.0,THA,,1.0,4.0,,,2.0,2.0,2021,2.0,,1.0,,1.0,,,1.0,1.0,2.0,1,,1.0,,2.0,,,38.0,0.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),2.0,,,,1.0,1.0,,3.0,,,1.0,2,,58246340.0,8.0,,Thailand,False,Female,30_39,2.0
1.0,1.0,,3.0,1,2.0,154187839,2.0,1.485642246,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,THA,,1.0,4.0,,,1.0,1.0,2021,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,2.0,,48.0,1.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),2.0,3.0,2.0,,1.0,2.0,,,,2.0,1.0,1,,58246340.0,2.0,,Thailand,False,Female,40_49,1.0
